Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
2012-08-05,2,5,26.0,35,8,1,14,46,67
2012-08-06,3,1,55.0,122,14,0,23,91,0
2012-08-07,5,1,36.0,85,12,1,20,32,131
2012-08-08,7,2,41.0,101,12,1,12,22,107
2012-08-09,3,3,46.0,110,8,0,10,23,112
2012-08-11,0,2,24.0,55,11,2,22,42,135
2012-08-12,2,4,20.0,39,7,0,7,39,68
2012-08-13,4,1,45.0,90,11,1,12,71,130
2012-08-14,5,1,39.0,100,14,1,18,28,126
2012-08-15,1,6,35.0,47,3,0,3,42,50
2012-08-16,3,2,49.0,110,10,3,11,24,129
2012-08-17,3,0,31.0,106,8,0,9,29,107
2012-08-18,5,6,33.0,75,10,3,8,48,89
2012-08-19,5,5,35.0,57,10,1,10,51,46
2012-08-20,4,4,56.0,97,12,0,17,90,140
2012-08-21,6,4,38.0,82,11,0,13,26,109
2012-08-22,6,3,37.0,110,11,0,16,28,110
2012-08-23,5,3,48.0,101,11,0,13,28,120
2012-08-24,4,1,37.0,95,15,0,16,43,142
2012-08-25,5,5,37.0,59,15,3,21,38,80
2012-08-26,4,8,28.0,58,9,0,17,38,70
2012-08-27,4,8,28.0,58,9,0,17,38,70
2012-08-30,6,2,45.0,104,13,1,14,30,132
2012-08-31,2,2,44.0,79,7,0,7,29,134
2012-09-02,6,6,32.0,64,3,0,3,40,55
2012-09-03,1,5,40.0,104,10,3,8,31,107
2012-09-04,3,1,42.0,113,9,0,11,23,100
2012-09-05,4,5,53.0,92,14,0,17,30,131
2012-09-06,1,2,34.0,104,13,0,15,22,100
2012-09-07,4,2,43.0,80,8,0,9,26,146
2012-09-08,8,4,33.0,58,12,1,12,37,106
2012-09-09,4,6,30.0,45,9,2,14,40,67
2012-09-10,10,9,58.0,103,19,2,21,30,0
2012-09-11,10,9,58.0,103,19,2,21,30,162
2012-09-12,0,2,44.0,86,13,0,14,25,133
2012-09-13,6,2,40.0,83,18,0,22,19,269
2012-09-14,4,2,44.0,94,9,1,10,27,147
2012-09-15,7,8,29.0,65,12,1,17,27,79
2012-09-16,4,4,32.0,56,7,1,9,40,58
2012-09-17,7,4,55.0,104,12,2,12,80,145
2012-09-18,5,1,37.0,107,12,1,14,28,119
2012-09-20,6,3,42.0,99,4,0,6,20,137
2012-09-21,2,1,38.0,88,14,1,10,27,165
2012-09-22,5,5,43.0,47,9,1,11,22,97
2012-09-23,4,6,34.0,44,6,3,7,32,51
2012-09-24,5,1,55.0,112,11,1,18,65,121
2012-09-25,1,4,51.0,118,11,1,10,32,138
2012-09-26,6,2,48.0,99,13,0,15,27,129
2012-09-27,5,2,38.0,102,9,0,10,28,139
2012-09-28,4,3,43.0,99,14,2,13,30,160
2012-09-29,5,2,44.0,74,9,0,10,35,99
2012-09-30,2,2,27.0,50,12,0,18,44,85
2012-10-01,5,3,52.0,112,8,0,10,35,152
2012-10-02,7,5,38.0,81,10,1,9,25,149
2012-10-03,5,1,32.0,83,17,2,26,21,159
2012-10-04,5,5,44.0,104,12,0,15,26,156
2012-10-05,3,2,40.0,94,14,0,17,29,154
2012-10-06,5,4,42.0,59,13,2,13,29,114
2012-10-07,3,7,35.0,55,11,1,16,39,106
2012-10-08,3,3,52.0,107,10,0,10,36,155
2012-10-09,5,3,43.0,92,11,0,15,24,163
2012-10-10,9,1,43.0,79,9,2,8,23,159
2012-10-12,4,2,34.0,88,11,0,12,34,152
2012-10-13,6,4,33.0,49,14,2,16,39,115
2012-10-14,6,3,32.0,24,6,0,8,46,51
2012-10-15,8,2,54.0,107,13,1,12,38,105
2012-10-16,4,0,43.0,88,15,2,16,19,212
2012-10-17,4,2,40.0,93,22,0,23,37,199
2012-10-18,2,2,55.0,90,11,0,11,24,164
2012-10-21,6,10,30.0,55,20,0,27,47,80
2012-10-22,2,4,41.0,119,12,4,11,32,163
2012-10-23,3,4,47.0,92,11,1,11,25,138
2012-10-24,3,2,53.0,91,13,1,13,31,154
2012-10-25,3,2,48.0,91,10,0,10,12,168
2012-10-26,4,3,38.0,95,16,2,19,26,157
2012-10-27,5,4,39.0,41,19,0,21,20,0
2012-10-28,3,2,31.0,38,11,3,11,19,155
2012-10-29,3,2,46.0,83,6,0,6,48,180
2012-10-30,4,2,42.0,114,10,0,14,21,171
2012-10-31,0,0,,0,15,1,16,23,191
2012-11-01,5,5,29.0,25,6,0,9,23,113
2012-11-02,6,1,43.0,74,12,2,14,36,151
2012-11-03,8,4,58.0,44,5,0,5,29,101
2012-11-04,5,10,42.0,39,5,0,6,43,58
2012-11-05,7,4,55.0,96,17,3,18,32,179
2012-11-06,5,1,52.0,90,11,1,14,23,135
2012-11-07,1,2,46.0,91,8,0,9,17,171
2012-11-08,5,1,61.0,95,9,1,9,18,130
2012-11-09,5,0,48.0,74,7,0,10,17,161
2012-11-10,6,9,40.0,63,6,1,7,36,131
2012-11-11,6,5,47.0,46,6,2,9,55,63
2012-11-12,6,3,39.0,109,9,2,8,77,162
2012-11-13,3,2,36.0,90,7,0,8,28,123
2012-11-14,5,4,37.0,91,11,1,12,35,155
2012-11-15,2,2,48.0,85,14,0,14,25,139
2012-11-16,1,3,49.0,79,9,2,15,30,156
2012-11-17,4,1,44.0,64,10,0,10,26,104
2012-11-18,5,3,41.0,46,7,1,15,37,66
2012-11-19,7,7,61.0,108,5,1,4,38,139
2012-11-20,5,3,49.0,103,5,0,6,14,119
2012-11-21,6,2,46.0,98,9,0,12,24,134
2012-11-22,5,1,38.0,86,14,0,14,22,150
2012-11-23,8,2,46.0,83,11,1,11,29,0
2012-11-24,10,3,33.0,64,11,4,13,30,92
2012-11-25,1,6,38.0,35,5,0,6,27,62
2012-11-26,4,1,68.0,102,13,0,16,22,136
2012-11-27,5,2,56.0,92,7,0,7,24,132
2012-11-28,5,2,56.0,92,7,0,7,24,131
2012-11-29,4,1,45.0,88,15,0,16,21,194
2012-11-30,3,1,52.0,76,16,0,19,31,183
2012-12-01,7,5,48.0,53,24,2,30,69,116
2012-12-02,4,3,21.0,50,8,0,10,33,63
2012-12-03,5,1,57.0,75,10,0,15,14,151
2012-12-04,3,2,46.0,71,10,2,8,12,166
2012-12-05,3,6,45.0,86,10,0,14,24,157
2012-12-06,8,0,49.0,89,8,0,8,17,202
2012-12-07,1,3,30.0,72,15,2,16,16,263
2012-12-08,1,3,28.0,52,9,1,9,32,150
2012-12-09,4,3,26.0,38,5,0,7,21,77
2012-12-10,6,2,48.0,109,10,1,11,0,13
2012-12-11,7,3,43.0,71,13,0,19,13,176
2012-12-13,3,6,50.0,79,5,0,5,13,158
2012-12-14,3,3,43.0,82,10,2,8,36,168
2012-12-15,1,8,42.0,76,12,1,11,29,105
2012-12-16,9,5,44.0,42,6,2,5,30,100
2012-12-19,6,2,41.0,69,8,1,11,18,130
2012-12-20,1,3,49.0,91,7,1,7,16,163
2012-12-21,4,1,41.0,66,8,1,8,20,144
2012-12-22,4,3,32.0,57,8,1,7,24,109
2012-12-23,2,2,24.0,48,6,0,10,18,148
2012-12-24,5,3,25.0,41,9,3,9,10,104
2012-12-25,3,1,18.0,7,4,1,7,14,53
2012-12-26,1,5,32.0,19,4,0,6,13,45
2012-12-27,8,5,43.0,63,14,1,14,48,122
2012-12-29,1,2,33.0,70,7,3,7,10,112
2012-12-30,0,4,45.0,59,7,0,8,21,0
2012-12-31,5,4,56.0,52,14,1,17,9,150
