Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
2015-02-20,3,0,36,79,5,0,5,18,153
2015-02-21,1,1,40,47,9,0,11,23,82
2015-02-22,5,2,25,25,3,0,3,15,47
2015-02-23,6,3,38,65,4,0,6,62,115
2015-02-24,2,3,31,60,5,0,6,16,133
2015-02-25,3,2,32,47,9,0,9,16,146
2015-02-26,2,1,29,72,6,0,8,18,129
2015-02-27,3,2,36,56,6,1,5,59,108
2015-02-28,2,2,34,46,5,0,6,49,89
2015-03-01,1,1,27,33,3,2,3,27,65
2015-03-02,2,4,38,57,6,0,6,21,171
2015-03-03,0,3,37,58,7,0,8,35,188
2015-03-04,4,1,32,58,6,1,6,20,137
2015-03-05,3,0,29,60,9,2,8,153,22
2015-03-06,3,1,20,56,8,0,10,23,159
2015-03-07,0,5,29,39,7,1,6,39,88
2015-03-08,2,1,27,38,1,1,0,29,69
2015-03-09,4,3,40,48,11,0,12,34,146
2015-03-10,2,1,35,44,3,1,3,15,146
2015-03-11,4,2,38,57,7,1,8,23,162
2015-03-12,4,2,32,68,8,1,11,19,155
2015-03-13,5,0,36,40,7,0,7,20,187
2015-03-14,2,2,29,47,10,2,10,26,173
2015-03-15,4,4,26,23,8,0,10,39,72
2015-03-16,4,2,42,53,4,0,4,70,139
2015-03-17,5,1,21,66,2,0,2,12,151
2015-03-18,2,0,24,58,10,0,11,24,122
2015-03-19,4,0,23,64,6,1,6,23,161
2015-03-20,7,1,22,52,7,0,11,22,149
2015-03-21,5,3,42,32,10,1,9,33,106
2015-03-22,4,1,23,27,3,1,2,33,54
2015-03-23,1,3,37,62,6,0,6,30,137
2015-03-24,3,0,36,71,6,0,7,20,153
2015-03-25,4,4,28,54,13,1,17,13,142
2015-03-26,6,3,32,53,10,0,11,17,149
2015-03-27,0,1,29,51,6,1,6,20,181
2015-03-28,0,2,40,34,5,3,5,25,86
2015-03-29,1,4,16,29,8,2,11,37,57
2015-03-30,3,0,31,55,6,0,8,16,174
2015-03-31,4,3,30,62,15,1,17,14,180
2015-04-01,3,1,33,54,11,3,23,19,168
2015-04-02,4,0,23,45,4,1,4,11,222
2015-04-03,0,2,27,38,13,1,22,30,187
2015-04-04,5,1,22,21,1,0,3,40,93
2015-04-05,3,3,20,10,2,0,2,21,35
2015-04-06,2,3,23,16,5,3,9,29,52
2015-04-07,3,3,26,41,7,0,8,49,139
2015-04-08,4,0,32,51,7,1,7,13,122
2015-04-09,5,2,37,57,7,1,7,18,128
2015-04-10,2,1,48,50,11,0,12,56,167
2015-04-11,5,5,27,51,8,2,7,36,114
2015-04-12,6,5,21,36,6,0,6,26,79
2015-04-13,10,3,35,58,12,0,14,28,143
2015-04-14,2,1,30,55,10,0,11,17,138
2015-04-15,2,1,29,62,4,1,3,24,167
2015-04-16,6,2,31,67,8,0,8,18,155
2015-04-21,2,1,34,65,13,0,15,20,150
2015-04-22,4,3,31,54,9,0,9,29,162
2015-04-23,1,0,35,58,7,0,8,16,151
2015-04-24,5,3,27,51,9,0,10,16,169
2015-04-25,4,5,27,49,12,0,14,31,99
2015-04-26,6,4,24,25,6,0,7,33,71
2015-04-27,3,4,23,80,13,0,15,40,178
2015-04-28,1,0,33,50,11,1,10,14,166
2015-04-29,7,2,38,47,8,0,7,14,197
2015-04-30,1,1,35,56,4,0,6,18,176
2015-05-01,5,2,19,22,4,0,4,21,65
2015-05-02,3,1,19,26,6,1,7,28,84
2015-05-03,4,3,24,23,3,1,2,29,57
2015-05-04,2,1,33,49,13,3,18,44,120
2015-05-05,5,2,26,88,7,1,6,12,107
2015-05-06,2,2,34,51,10,0,14,8,167
2015-05-07,1,1,26,54,10,1,11,36,158
2015-05-08,3,1,22,68,13,1,13,19,183
2015-05-09,4,2,15,33,4,0,4,31,119
2015-05-10,0,2,14,22,5,1,4,88,23
2015-05-11,4,6,30,60,8,0,8,18,162
2015-05-12,2,1,26,46,8,0,11,24,171
2015-05-13,2,1,26,70,7,0,7,45,147
2015-05-14,4,1,36,48,12,0,12,14,208
2015-05-15,2,1,35,58,9,0,9,14,163
2015-05-16,2,2,23,44,10,0,12,26,100
2015-05-17,2,4,12,33,4,0,4,21,63
2015-05-18,3,2,34,63,8,2,8,11,171
2015-05-19,3,2,23,54,3,0,3,14,134
2015-05-20,4,1,27,62,6,0,5,12,147
2015-05-21,3,2,33,51,6,0,11,11,143
2015-05-22,3,2,32,51,6,0,7,14,127
2015-05-23,3,0,24,46,3,0,5,44,95
2015-05-24,4,3,19,33,6,0,6,25,70
2015-05-25,6,2,41,58,7,0,9,14,138
2015-05-26,2,2,21,58,12,0,14,23,182
2015-05-27,0,0,38,64,5,0,5,14,106
2015-05-28,3,0,28,59,5,0,6,14,114
2015-05-29,2,1,29,83,9,0,10,16,157
2015-05-30,5,4,30,41,10,0,15,22,114
2015-05-31,3,4,25,32,9,2,18,25,72
2015-06-01,6,2,40,80,5,2,8,21,162
2015-06-02,3,4,30,62,6,0,7,18,177
2015-06-03,2,1,42,70,8,0,9,12,205
2015-06-04,1,5,19,29,6,0,8,29,44
2015-06-05,4,2,30,43,8,0,12,19,120
2015-06-06,3,1,25,50,3,0,4,25,107
2015-06-07,1,5,15,38,8,1,13,69,79
2015-06-08,6,2,32,83,6,0,8,26,128
2015-06-09,2,3,41,54,6,0,7,21,108
2015-06-10,3,3,36,82,2,0,2,23,151
2015-06-11,1,2,35,60,6,1,5,25,148
2015-06-12,3,1,36,73,15,1,65,23,163
2015-06-13,1,7,18,36,8,1,9,30,106
2015-06-14,4,3,19,38,11,2,10,21,90
2015-06-15,4,1,28,62,10,0,16,28,176
2015-06-16,4,3,24,58,11,0,12,17,144
2015-06-17,0,1,30,57,14,0,16,8,143
2015-06-18,4,3,41,65,10,0,13,21,128
2015-06-19,3,0,22,58,7,0,7,17,171
2015-06-20,0,1,26,41,4,0,5,52,115
2015-06-21,4,4,23,20,7,1,9,35,91
2015-06-22,2,1,38,71,10,1,11,22,144
2015-06-23,1,3,36,63,11,0,16,12,166
2015-06-24,1,3,38,53,7,0,7,18,137
2015-06-25,4,0,30,56,2,0,2,15,107
2015-06-26,4,3,26,51,9,0,9,18,157
2015-06-27,5,5,25,49,8,0,8,27,84
2015-06-28,4,10,26,28,6,1,10,40,81
2015-06-29,0,4,48,55,5,1,4,56,141
2015-06-30,4,2,37,53,8,0,11,19,137
2015-07-01,3,1,32,54,9,0,9,24,124
2015-07-02,5,0,20,60,14,1,13,29,138
2015-07-03,1,1,25,49,10,0,14,22,172
2015-07-04,5,2,15,35,8,0,10,27,99
2015-07-05,5,4,18,31,12,1,16,45,80
2015-07-06,2,1,32,69,13,0,15,31,111
2015-07-07,6,4,20,48,12,1,12,20,124
2015-07-08,1,3,23,53,14,0,20,25,202
2015-07-09,5,1,25,51,9,1,19,17,152
2015-07-10,3,1,21,49,9,0,9,23,149
2015-07-11,2,4,17,62,11,1,12,25,93
2015-07-12,3,3,20,31,3,0,5,36,81
2015-07-13,2,2,23,69,3,0,6,21,156
2015-07-14,2,2,16,49,13,2,17,20,138
2015-07-15,2,1,27,55,2,0,2,16,136
2015-07-16,5,1,25,66,10,0,11,25,137
2015-07-17,4,3,24,49,6,0,6,24,138
2015-07-18,2,0,13,35,5,0,6,48,115
2015-07-19,4,1,18,38,4,1,5,36,65
2015-07-20,2,2,27,62,9,1,10,24,119
2015-07-21,0,4,28,68,6,0,7,33,122
2015-07-22,7,0,30,57,10,0,13,27,133
2015-07-23,1,5,29,59,3,0,3,23,120
2015-07-24,4,1,24,62,10,0,11,26,119
2015-07-25,2,4,17,40,2,1,1,45,95
2015-07-26,2,2,20,50,7,1,8,26,63
2015-07-27,3,3,36,57,9,1,8,68,123
2015-07-28,2,2,32,61,8,0,8,17,133
2015-07-29,1,2,29,80,10,0,14,44,153
2015-07-30,3,1,27,67,6,0,6,14,129
2015-07-31,2,2,31,47,10,1,10,10,144
2015-08-01,3,2,26,43,5,0,6,17,83
2015-08-02,3,4,16,29,4,0,6,30,52
2015-08-03,3,2,31,68,9,3,8,25,106
2015-08-04,3,3,31,54,9,1,10,19,139
2015-08-05,2,1,38,58,7,0,8,20,121
2015-08-06,7,1,25,61,11,0,14,19,122
2015-08-07,2,0,36,55,10,1,10,23,143
2015-08-08,0,2,18,41,7,0,11,36,86
2015-08-09,0,8,21,31,7,0,9,42,67
2015-08-10,5,2,22,55,4,1,3,35,134
2015-08-11,2,5,13,65,14,0,16,18,140
2015-08-12,2,4,26,66,12,0,13,23,127
2015-08-13,0,0,27,49,9,0,12,27,121
2015-08-14,2,3,21,53,7,0,12,25,151
2015-08-15,4,4,11,29,3,0,4,43,73
2015-08-16,1,1,12,45,6,0,7,35,98
2015-08-17,6,3,26,63,12,2,11,52,210
2015-08-18,2,1,27,67,7,0,8,17,114
2015-08-19,2,0,18,55,7,1,9,22,148
2015-08-20,3,4,18,56,14,4,12,15,139
2015-08-21,2,1,26,53,8,0,9,17,129
2015-08-22,2,4,23,53,12,2,12,21,91
2015-08-26,1,1,28,56,8,0,9,15,141
2015-08-27,6,1,26,51,7,0,7,13,134
2015-08-28,1,1,29,53,6,1,5,18,148
2015-08-29,8,2,22,37,8,1,11,47,101
2015-08-30,2,3,20,40,6,1,10,44,75
2015-08-31,3,1,36,87,10,0,13,30,158
2015-09-01,1,3,17,55,13,1,16,27,149
2015-09-02,6,1,17,54,3,0,3,15,127
2015-09-03,3,1,21,50,6,0,6,23,112
2015-09-04,1,4,32,54,5,2,5,21,173
2015-09-05,4,2,24,45,7,1,12,21,85
2015-09-06,5,3,15,36,10,0,10,19,87
2015-09-07,2,1,35,82,15,0,17,17,172
2015-09-08,1,1,22,63,5,0,5,15,131
2015-09-09,1,2,27,37,6,0,7,15,131
2015-09-10,1,3,30,58,10,1,13,18,135
2015-09-11,4,3,31,52,6,0,7,19,145
2015-09-12,5,4,23,45,6,0,8,56,110
2015-09-13,3,2,22,37,5,0,6,50,90
2015-09-14,7,1,32,70,3,0,3,20,156
2015-09-15,3,1,32,63,13,1,13,14,144
2015-09-17,1,1,19,56,4,0,4,26,143
2015-09-17,1,5,35,48,10,1,8,23,191
2015-09-18,4,0,31,58,12,0,13,22,163
2015-09-19,2,3,28,39,8,1,10,22,97
2015-09-20,6,7,11,35,7,1,8,44,71
2015-09-21,7,4,30,57,8,0,11,67,129
2015-09-22,0,0,26,53,18,1,19,15,147
2015-09-23,6,1,31,36,6,1,8,16,164
2015-09-24,3,1,22,49,5,0,5,10,153
2015-09-25,2,0,23,52,5,0,5,19,164
2015-09-26,6,2,24,29,10,0,16,21,179
2015-09-27,2,5,20,27,3,0,4,77,72
2015-09-28,5,3,47,58,12,1,13,23,147
2015-09-28,4,1,23,51,10,1,11,13,143
2015-09-30,2,1,24,57,9,4,9,17,183
2015-10-01,0,1,27,56,13,0,14,19,166
2015-10-02,2,1,25,51,12,1,13,16,191
2015-10-03,3,5,41,36,10,1,9,31,133
2015-10-04,1,4,22,30,4,0,7,31,96
2015-10-05,5,2,34,63,8,0,11,24,144
2015-10-06,5,1,24,50,7,2,5,13,128
2015-10-07,5,1,28,69,11,0,17,19,135
2015-10-08,1,1,29,43,6,1,6,18,145
2015-10-10,2,2,25,49,8,0,11,24,204
2015-10-11,2,1,25,44,9,0,15,19,134
2015-10-11,3,4,20,27,3,0,4,36,65
2015-10-12,2,0,29,52,17,0,25,51,345
2015-10-13,2,1,20,58,3,0,4,18,133
2015-10-14,2,2,19,43,10,0,11,18,163
2015-10-15,4,1,28,33,10,1,9,11,174
2015-10-16,2,1,39,53,16,1,26,10,263
2015-10-17,5,2,26,22,12,3,15,31,163
2015-10-18,1,4,21,24,6,0,11,40,84
2015-10-19,5,1,33,61,6,0,7,24,140
2015-10-20,2,3,31,58,8,1,7,11,144
2015-10-21,2,1,28,43,21,2,23,17,188
2015-10-22,2,1,34,47,12,1,13,7,163
2015-10-23,3,0,28,53,5,0,5,22,176
2015-10-24,5,5,31,52,7,1,14,29,134
2015-10-25,5,3,23,30,5,1,4,46,86
2015-10-26,2,0,34,40,6,1,5,20,142
2015-10-27,1,1,24,48,6,0,7,14,188
2015-10-28,3,1,39,49,7,0,7,18,167
2015-10-29,3,2,27,57,10,1,12,13,175
2015-10-30,8,4,23,46,8,0,8,30,230
2015-10-31,4,3,20,34,6,2,5,28,146
2015-11-01,4,5,30,22,9,0,12,24,96
2015-11-02,4,1,31,58,9,0,11,33,161
2015-11-03,1,0,36,55,7,3,8,13,150
2015-11-04,3,1,22,46,12,1,23,9,134
2015-11-05,1,2,28,46,3,0,3,12,146
2015-11-06,5,2,34,64,7,1,8,6,161
2015-11-07,4,4,27,37,6,1,11,21,171
2015-11-08,3,2,20,35,9,0,10,24,111
2015-11-09,4,1,30,57,10,1,18,18,207
2015-11-10,2,2,35,53,14,2,15,11,181
2015-11-11,5,2,17,24,6,2,9,38,69
2015-11-12,1,5,35,54,2,0,8,19,163
2015-11-13,1,1,25,44,8,0,12,21,145
2015-11-14,3,4,25,32,7,0,8,25,122
2015-11-15,1,3,28,22,10,1,10,15,102
2015-11-16,1,0,32,61,17,1,19,44,188
2015-11-17,1,0,29,50,10,1,15,12,161
2015-11-18,2,2,33,35,4,0,5,12,204
2015-11-19,5,0,28,50,7,0,8,9,177
2015-11-20,4,4,30,47,10,1,9,15,186
2015-11-21,2,4,29,29,10,1,15,16,129
2015-11-22,2,5,17,27,3,0,4,23,66
2015-11-23,4,2,30,64,11,1,21,14,228
2015-11-24,3,0,28,54,5,0,5,6,171
2015-11-25,5,0,19,42,10,1,9,10,177
2015-11-26,2,1,29,37,3,0,3,9,168
2015-11-27,3,1,36,55,5,0,7,9,172
2015-11-28,3,2,23,37,2,0,3,60,87
2015-11-29,3,5,26,29,5,0,5,32,93
2015-11-30,3,3,29,58,14,2,13,27,182
2015-12-01,2,1,34,44,8,0,8,14,197
2015-12-02,1,1,29,54,15,2,13,18,194
2015-12-03,4,0,38,41,7,1,7,16,179
2015-12-10,3,1,29,52,8,1,9,17,205
2015-12-11,4,1,20,51,9,2,7,8,199
2015-12-12,4,2,26,36,9,2,8,24,136
2015-12-13,3,6,28,26,3,0,5,28,186
2015-12-14,2,2,27,53,7,1,6,12,140
2015-12-15,3,4,32,55,6,1,5,11,162
2015-12-16,3,2,33,46,9,0,11,23,185
2015-12-17,3,1,26,38,22,3,20,11,217
2015-12-18,3,2,36,48,16,2,17,15,244
2015-12-19,5,1,36,35,5,1,5,20,149
2015-12-20,3,9,25,27,11,1,16,28,86
2015-12-21,1,1,30,44,18,3,17,16,255
2015-12-22,1,2,33,41,14,1,14,15,199
2015-12-23,3,1,29,41,7,0,9,15,218
2015-12-24,2,4,18,19,4,0,6,21,112
2015-12-25,4,1,20,9,1,0,4,12,31
2015-12-26,2,1,21,8,2,0,3,11,40
2015-12-27,3,3,19,18,9,2,9,21,50
2015-12-28,1,3,38,48,5,0,5,28,169
2015-12-29,3,1,24,42,5,0,6,12,112
2015-12-30,4,2,27,36,5,0,5,17,123
2015-12-31,4,1,20,24,4,1,3,9,113
