Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
2019-03-08,1,1,14,36,10,0,15,18,225
2019-03-09,3,1,15,18,6,0,6,33,155
2019-03-10,4,3,15,13,3,1,3,25,111
2019-03-11,3,1,15,31,4,0,6,27,240
2019-03-12,1,0,12,22,6,0,6,24,207
2019-03-13,2,0,17,24,7,0,10,10,180
2019-03-14,2,0,12,40,8,1,8,9,188
2019-03-15,0,1,17,43,8,0,9,16,219
2019-03-16,3,4,8,16,2,0,2,18,154
2019-03-17,2,4,17,17,5,1,6,23,103
2019-03-18,2,1,15,43,5,2,3,25,208
2019-03-19,1,1,17,36,1,0,1,12,181
2019-03-19,5,0,13,22,9,1,10,21,165
2019-03-20,3,1,17,28,7,0,11,18,182
2019-03-21,2,2,15,32,5,0,5,19,158
2019-03-22,5,0,14,24,3,0,3,23,163
2019-03-23,1,1,13,19,8,3,7,24,173
2019-03-24,2,1,15,14,4,0,5,21,93
2019-03-25,4,2,21,36,4,0,5,29,157
2019-03-26,1,2,14,30,6,1,5,11,195
2019-03-27,1,0,11,34,4,0,5,18,241
2019-03-28,0,1,13,33,9,0,13,14,188
2019-03-29,2,0,16,36,5,0,8,8,192
2019-03-30,2,1,10,20,6,0,8,24,163
2019-03-31,5,5,11,14,2,0,2,18,111
2019-04-01,1,0,21,27,6,0,6,9,204
2019-04-02,3,1,18,33,5,0,7,6,181
2019-04-03,4,1,21,38,4,0,4,16,185
2019-04-04,2,1,14,32,6,1,4,19,205
2019-04-05,2,1,17,32,5,0,8,26,206
2019-04-06,4,1,10,32,4,0,5,22,186
2019-04-07,4,1,8,11,7,2,9,35,102
2019-04-08,0,1,22,30,6,0,6,43,204
2019-04-09,2,1,13,33,3,0,6,17,200
2019-04-10,1,3,17,33,6,0,8,22,206
2019-04-11,3,3,16,34,4,0,4,15,171
2019-04-12,2,1,13,30,2,0,2,21,212
2019-04-13,1,0,12,18,4,1,3,18,153
2019-04-14,0,0,10,17,4,1,7,31,106
2019-04-15,5,1,22,42,3,0,3,21,211
2019-04-16,3,4,16,36,7,0,7,12,228
2019-04-17,3,0,10,31,7,3,4,19,226
2019-04-18,1,1,21,34,9,0,11,20,263
2019-04-19,2,0,11,42,9,0,10,28,262
2019-04-20,2,4,11,17,4,0,6,36,164
2019-04-21,2,3,8,8,2,0,2,24,73
2019-04-22,0,3,15,11,5,1,6,26,87
2019-04-23,1,4,21,30,6,2,9,33,166
2019-04-24,2,1,14,29,4,0,4,12,175
2019-04-25,1,0,11,37,11,0,12,18,229
2019-04-26,2,1,16,42,11,0,13,16,220
2019-04-27,2,2,14,28,5,0,6,20,152
2019-04-28,2,4,13,20,3,0,3,35,153
2019-04-29,0,2,22,37,11,2,11,12,340
2019-04-30,2,2,23,30,7,0,9,14,237
2019-05-01,2,3,18,16,1,0,1,18,97
2019-05-02,1,3,15,27,7,1,10,21,148
2019-05-03,2,3,8,18,4,2,3,19,57
2019-05-04,2,2,8,25,7,0,6,17,116
2019-05-05,0,1,18,22,6,2,8,16,69
2019-05-06,3,0,27,33,7,0,9,20,184
2019-05-07,4,0,6,36,4,1,3,9,146
2019-05-08,1,1,8,31,7,0,7,3,238
2019-05-09,4,0,21,24,9,1,8,13,244
2019-05-10,0,0,19,37,11,0,11,7,245
2019-05-11,1,3,11,26,5,0,7,24,173
2019-05-12,0,2,11,17,2,1,4,15,90
2019-05-13,3,1,21,50,5,0,7,22,218
2019-05-14,1,1,20,35,8,0,10,9,258
2019-05-15,3,1,12,30,9,2,8,7,252
2019-05-16,2,0,16,34,2,0,2,15,198
2019-05-17,0,0,18,36,3,0,3,19,215
2019-05-18,0,9,12,21,5,1,5,26,154
2019-05-19,3,2,12,18,7,2,11,35,119
2019-05-20,1,0,17,42,7,0,7,24,203
2019-05-20,0,0,14,33,4,0,4,10,202
2019-05-22,0,2,24,40,2,0,3,12,235
2019-05-23,1,0,22,33,5,1,6,9,209
2019-05-24,3,2,16,36,1,0,1,14,229
2019-05-25,1,3,18,30,4,0,6,25,189
2019-05-26,2,5,10,30,2,1,1,23,119
2019-05-27,3,3,29,29,5,0,5,22,219
2019-05-28,0,1,15,31,4,0,6,7,241
2019-05-29,2,0,18,36,4,0,4,16,189
2019-05-30,0,1,13,37,7,0,9,14,193
2019-05-31,0,0,25,32,6,1,7,15,262
2019-06-01,1,2,12,26,8,0,10,20,161
2019-06-02,4,3,19,22,2,0,2,22,133
2019-06-03,3,1,17,27,6,0,6,14,253
2019-06-04,1,0,24,34,11,1,11,9,230
2019-06-05,1,0,22,33,5,0,6,14,206
2019-06-06,4,2,20,45,11,0,11,49,207
2019-06-07,1,1,9,29,3,0,3,17,199
2019-06-08,3,5,11,34,10,1,10,29,156
2019-06-09,5,2,6,16,11,0,13,22,101
2019-06-10,3,1,16,51,3,0,6,19,253
2019-06-11,2,2,12,40,8,0,8,25,244
2019-06-12,2,0,16,35,13,0,16,20,228
2019-06-13,1,0,11,34,9,1,9,20,202
2019-06-14,1,0,17,34,9,0,12,18,232
2019-06-15,2,0,7,29,6,0,7,33,155
2019-06-16,2,1,17,27,3,0,6,31,106
2019-06-17,4,0,21,37,13,2,16,13,222
2019-06-18,2,1,14,98,11,0,14,20,208
2019-06-19,1,0,14,33,12,0,15,12,213
2019-06-20,1,0,9,17,2,0,2,24,65
2019-06-21,1,1,20,32,7,1,8,26,176
2019-06-22,1,1,6,28,6,0,8,25,116
2019-06-23,1,1,14,15,9,1,9,27,86
2019-06-24,3,2,20,35,8,0,10,24,194
2019-06-25,3,0,7,32,9,0,12,8,193
2019-06-26,2,1,19,32,5,1,4,15,186
2019-06-27,0,1,11,34,3,0,3,15,198
2019-06-28,5,2,11,36,8,0,9,14,217
2019-06-29,2,1,10,34,4,1,3,21,120
2019-06-30,0,2,10,19,11,0,14,20,119
2019-07-01,3,0,20,41,4,0,4,25,192
2019-07-03,1,2,21,36,8,0,9,18,223
2019-07-04,1,0,14,32,5,0,6,17,207
2019-07-05,2,1,8,33,6,2,12,14,178
2019-07-06,0,4,19,30,8,0,11,31,159
2019-07-07,1,3,7,16,4,0,5,36,88
2019-07-08,3,1,18,45,6,0,5,20,152
2019-07-09,0,0,8,32,4,0,4,9,194
2019-07-10,2,1,20,36,5,0,12,14,205
2019-07-11,2,2,14,44,7,0,11,7,216
2019-07-12,0,1,22,35,6,0,6,32,186
2019-07-13,1,2,14,15,6,2,8,31,173
2019-07-14,2,0,8,17,5,0,5,21,106
2019-07-15,3,3,13,43,8,1,9,23,176
2019-07-16,0,0,20,36,4,0,6,12,158
2019-07-17,0,1,15,30,4,1,3,18,178
2019-07-18,0,1,13,24,7,1,7,19,176
2019-07-19,0,1,10,21,4,1,6,21,189
2019-07-20,2,0,8,30,5,1,6,20,132
2019-07-21,0,3,5,22,5,0,5,31,123
2019-07-22,1,2,19,45,5,0,6,22,142
2019-07-23,4,1,11,22,6,1,6,15,152
2019-07-24,2,2,19,32,3,0,3,16,156
2019-07-25,0,0,10,37,7,2,6,17,189
2019-07-26,2,1,10,31,2,0,2,18,194
2019-07-27,0,0,6,19,7,2,6,33,153
2019-07-28,0,1,17,10,4,0,6,34,113
2019-07-29,5,2,20,27,10,0,10,24,178
2019-07-30,2,3,3,31,6,0,7,14,228
2019-07-31,2,1,15,31,10,1,10,22,189
2019-08-01,2,1,18,36,6,0,8,16,167
2019-08-02,2,5,18,24,6,0,6,21,176
2019-08-03,2,1,7,17,3,0,3,25,150
2019-08-04,2,1,9,14,12,1,16,21,112
2019-08-05,1,0,16,25,10,0,10,12,199
2019-08-06,1,0,17,42,7,1,7,17,185
2019-08-07,0,0,13,32,10,0,11,18,184
2019-08-08,0,1,12,31,9,0,10,12,222
2019-08-09,2,1,11,44,10,1,13,17,199
2019-08-10,0,3,21,31,11,0,15,21,142
2019-08-11,1,2,11,23,7,0,9,35,116
2019-08-12,2,0,25,39,6,0,6,25,200
2019-08-13,4,1,10,39,6,1,6,15,196
2019-08-14,3,1,14,31,8,1,10,25,262
2019-08-15,2,0,12,26,6,1,6,21,99
2019-08-16,2,1,17,38,1,0,1,20,199
2019-08-17,3,0,10,15,4,0,4,34,128
2019-08-18,1,3,18,21,5,0,5,31,81
2019-08-19,0,1,21,59,4,1,3,17,147
2019-08-20,0,0,15,40,9,1,9,17,176
2019-08-22,5,0,19,31,5,1,4,13,151
2019-08-23,3,1,13,42,6,0,5,24,188
2019-08-25,4,1,14,28,4,0,5,39,96
2019-08-26,0,1,24,50,11,0,13,18,188
2019-08-27,2,2,17,34,6,0,7,17,173
2019-08-28,0,2,20,27,8,1,8,19,176
2019-08-29,2,1,18,31,4,0,5,17,189
2019-08-30,2,0,20,29,3,0,3,24,236
2019-08-31,3,3,4,40,11,3,17,16,150
2019-09-01,2,6,7,20,3,1,3,40,105
2019-09-02,1,2,21,34,10,1,12,12,290
2019-09-03,0,1,15,26,4,0,4,7,215
2019-09-04,2,0,14,33,2,0,2,8,178
2019-09-05,2,1,13,36,11,0,12,20,222
2019-09-06,1,0,14,30,7,2,9,16,211
2019-09-07,4,2,12,31,3,0,3,17,135
2019-09-08,0,2,5,15,6,0,7,18,95
2019-09-09,0,0,17,38,12,2,20,11,273
2019-09-10,2,0,11,29,8,1,8,6,230
2019-09-11,1,2,12,30,7,0,7,18,202
2019-09-12,1,0,18,29,6,0,7,11,229
2019-09-13,2,0,15,33,6,0,7,14,217
2019-09-14,0,1,15,17,11,2,22,38,144
2019-09-15,1,2,10,17,8,0,10,37,100
2019-09-16,1,0,13,44,8,1,7,24,206
2019-09-17,1,2,14,39,7,0,7,13,201
2019-09-18,1,0,10,16,2,0,2,15,202
2019-09-19,1,0,15,35,2,0,2,10,221
2019-09-20,0,1,19,23,9,0,14,17,173
2019-09-21,1,0,15,30,9,1,8,17,168
2019-09-22,1,6,13,16,9,3,7,34,117
2019-09-23,1,1,14,45,6,0,8,33,238
2019-09-24,3,0,7,40,5,1,4,19,205
2019-09-25,0,1,20,27,7,1,7,12,212
2019-09-26,1,0,17,38,11,1,10,20,204
2019-09-27,0,0,13,27,4,1,2,18,222
2019-09-28,2,1,11,24,1,0,1,29,171
2019-09-29,1,1,8,22,7,1,9,28,119
2019-09-30,0,4,21,37,10,2,9,17,273
2019-10-01,3,0,13,36,6,0,8,15,186
2019-10-02,3,0,14,36,14,0,15,18,239
2019-10-03,0,0,13,33,5,0,7,13,213
2019-10-04,1,0,5,29,7,0,8,21,215
2019-10-05,4,0,11,30,5,0,5,14,222
2019-10-06,2,1,17,12,7,1,8,14,90
2019-10-07,0,0,15,31,4,0,4,12,212
2019-10-08,1,0,11,34,5,1,5,13,210
2019-10-09,0,1,16,28,6,0,6,8,262
2019-10-10,3,0,14,31,1,1,0,10,250
2019-10-11,0,2,13,33,11,1,12,21,259
2019-10-12,1,1,15,24,11,0,12,29,172
2019-10-13,1,2,8,22,8,1,7,39,128
2019-10-14,1,1,13,36,10,0,10,15,232
2019-10-15,1,4,17,29,5,0,7,13,252
2019-10-16,2,0,7,25,6,0,7,27,185
2019-10-17,1,1,9,35,10,0,13,17,267
2019-10-18,0,1,10,29,10,2,12,22,253
2019-10-19,2,2,11,19,6,0,7,19,160
2019-10-20,1,1,12,18,9,0,10,27,115
2019-10-21,1,3,21,51,6,0,6,28,242
2019-10-22,2,0,16,33,3,1,2,17,194
2019-10-23,0,1,9,44,6,0,7,12,196
2019-10-24,1,0,25,32,6,0,8,15,238
2019-10-25,0,0,16,33,8,0,9,18,244
2019-10-26,3,3,18,35,3,0,4,31,155
2019-10-27,4,5,15,25,3,1,4,23,146
2019-10-28,1,1,18,32,8,0,8,22,262
2019-10-29,0,2,10,36,7,0,7,11,207
2019-10-30,0,1,13,30,7,1,6,18,258
2019-10-31,0,0,15,34,8,2,6,17,275
2019-11-01,2,0,9,17,7,0,8,27,127
2019-11-02,4,3,16,22,3,3,6,19,157
2019-11-03,2,1,18,30,5,0,5,39,77
2019-11-04,1,1,26,41,9,3,10,19,251
2019-11-05,1,0,26,42,15,0,17,10,231
2019-11-06,2,1,15,41,8,1,7,9,212
2019-11-07,1,0,13,31,5,0,5,5,191
2019-11-08,0,2,19,36,8,1,7,12,242
2019-11-09,2,3,12,20,4,0,8,23,211
2019-11-10,1,3,10,8,3,0,6,26,113
2019-11-11,0,2,8,17,1,0,1,19,83
2019-11-12,3,0,30,37,5,0,7,11,258
2019-11-13,0,3,15,28,6,0,6,9,256
2019-11-14,1,0,10,37,7,0,7,14,201
2019-11-15,2,2,20,32,5,1,4,20,206
2019-11-16,2,1,18,23,6,1,5,16,140
2019-11-17,4,3,16,11,2,1,2,31,84
2019-11-18,2,4,18,38,9,0,11,16,223
2019-11-19,1,0,19,39,4,0,4,14,194
2019-11-20,1,2,15,38,3,0,7,6,195
2019-11-21,0,1,15,25,3,0,4,7,196
2019-11-22,3,0,24,25,3,0,3,14,219
2019-11-23,2,0,8,25,5,2,3,23,127
2019-11-24,1,1,13,16,2,0,3,19,124
2019-11-25,6,0,20,38,4,0,6,14,206
2019-11-26,1,2,11,49,7,2,6,15,185
2019-11-27,0,1,11,40,8,1,7,16,173
2019-11-28,1,0,24,40,3,0,3,10,170
2019-11-29,3,4,19,32,7,1,6,15,278
2019-11-30,1,2,12,21,4,0,6,18,158
2019-12-01,1,3,15,12,2,0,1,29,90
2019-12-02,1,0,25,50,9,0,13,20,224
2019-12-03,1,0,12,21,3,0,7,4,245
2019-12-04,0,0,19,32,4,0,5,9,185
2019-12-05,0,0,18,29,13,1,12,9,215
2019-12-06,2,0,10,36,6,0,6,7,221
2019-12-07,2,2,10,24,8,0,8,17,185
2019-12-08,0,2,16,12,1,0,1,14,107
2019-12-09,0,1,20,36,9,2,7,50,200
2019-12-10,1,1,19,37,4,0,4,12,243
2019-12-11,0,0,13,33,4,0,4,4,187
2019-12-12,3,1,14,34,5,1,4,13,200
2019-12-13,1,0,13,28,10,0,12,10,346
2019-12-14,3,2,7,20,12,0,14,12,165
2019-12-15,2,2,12,23,3,0,6,15,114
2019-12-16,1,0,24,28,16,2,14,10,248
2019-12-17,3,0,22,32,5,0,5,15,230
2019-12-18,1,2,17,43,6,1,8,10,228
2019-12-19,3,2,9,24,7,0,7,13,280
2019-12-20,3,1,13,48,9,3,7,17,254
2019-12-21,4,1,18,29,6,2,5,18,193
2019-12-22,3,2,13,13,9,0,10,21,168
2019-12-23,2,0,14,27,13,0,16,16,333
2019-12-24,0,0,11,17,4,1,3,18,166
2019-12-25,3,0,6,5,2,0,2,15,92
2019-12-26,1,0,10,7,5,1,5,10,116
2019-12-27,3,1,17,17,7,0,8,12,190
2019-12-28,1,1,10,12,2,0,2,14,128
2019-12-29,1,2,15,22,3,0,3,14,74
2019-12-30,2,3,11,38,1,0,1,7,175
2019-12-31,2,0,12,12,5,2,4,6,140
