Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
2014-02-04,6,1,46.0,69,7,2,10,18,147
2014-02-05,6,0,36.0,88,5,0,5,14,129
2014-02-06,4,1,45.0,83,9,0,24,22,160
2014-02-07,11,1,46.0,73,8,1,7,46,196
2014-02-08,8,3,32.0,57,10,2,14,29,105
2014-02-09,5,3,25.0,35,6,0,7,28,55
2014-02-10,7,3,53.0,87,7,1,6,49,129
2014-02-11,2,2,41.0,66,6,0,8,17,130
2014-02-12,4,4,39.0,69,5,0,5,14,161
2014-02-13,4,2,48.0,61,12,0,15,10,158
2014-02-14,3,3,37.0,70,9,1,11,24,143
2014-02-15,6,5,36.0,45,5,0,8,63,101
2014-02-16,6,8,33.0,25,5,0,8,29,58
2014-02-17,5,3,59.0,86,7,1,7,30,146
2014-02-18,3,2,46.0,67,5,1,5,15,120
2014-02-19,0,3,52.0,65,4,1,3,15,179
2014-02-20,2,2,38.0,77,13,0,19,16,150
2014-02-21,2,6,54.0,55,8,0,8,69,116
2014-02-22,8,1,38.0,62,10,0,14,34,98
2014-02-23,3,4,41.0,35,4,0,4,31,66
2014-02-24,5,2,45.0,85,10,2,8,53,117
2014-02-25,2,0,37.0,72,4,0,4,16,118
2014-02-26,3,3,32.0,82,11,0,13,17,125
2014-02-27,1,3,42.0,90,10,0,12,14,115
2014-03-01,4,2,34.0,39,9,2,7,33,102
2014-03-02,5,3,31.0,36,8,1,8,29,55
2014-03-03,5,1,48.0,81,4,0,4,25,106
2014-03-04,7,1,32.0,81,8,1,7,22,124
2014-03-05,3,1,49.0,90,5,0,5,31,107
2014-03-06,4,0,41.0,64,9,0,10,18,93
2014-03-07,5,3,43.0,73,4,0,4,28,106
2014-03-08,10,3,36.0,40,5,0,7,68,90
2014-03-09,7,6,25.0,47,6,1,5,44,60
2014-03-10,3,5,47.0,88,8,0,9,19,150
2014-03-11,2,2,39.0,73,11,1,11,20,153
2014-03-12,4,1,35.0,64,3,1,2,15,130
2014-03-13,2,5,41.0,56,10,0,14,27,164
2014-03-14,0,0,,66,14,0,15,21,0
2014-03-15,2,0,,46,16,1,23,26,0
2014-03-16,3,2,29.0,33,11,0,15,27,107
2014-03-17,7,3,55.0,75,5,0,5,22,135
2014-03-18,2,2,41.0,83,12,1,14,55,123
2014-03-19,4,3,37.0,67,15,1,18,12,169
2014-03-20,3,2,48.0,82,6,0,7,20,152
2014-03-21,3,0,50.0,60,18,0,18,22,170
2014-03-22,2,0,39.0,43,8,0,9,30,84
2014-03-23,3,1,23.0,35,10,2,14,29,91
2014-03-24,5,2,36.0,91,8,1,8,38,132
2014-03-25,2,5,28.0,72,5,0,6,11,147
2014-03-26,1,2,41.0,73,6,0,6,20,133
2014-03-27,5,1,29.0,66,11,0,12,17,141
2014-03-28,1,5,36.0,59,12,2,15,16,139
2014-03-28,1,3,46.0,79,15,1,15,69,157
2014-03-29,7,0,37.0,63,13,1,12,37,101
2014-03-30,4,4,24.0,36,11,2,13,34,77
2014-03-31,7,4,38.0,61,5,0,5,49,139
2014-04-01,4,1,46.0,82,9,0,14,18,131
2014-04-02,2,2,42.0,62,4,0,5,15,140
2014-04-03,4,3,39.0,73,14,0,18,24,138
2014-04-04,2,1,43.0,90,11,0,11,24,164
2014-04-05,4,4,30.0,36,7,0,11,32,82
2014-04-06,4,5,25.0,32,6,0,7,54,75
2014-04-07,3,0,34.0,76,14,1,15,46,144
2014-04-08,2,4,29.0,77,9,0,10,29,171
2014-04-09,4,1,34.0,60,11,1,11,8,138
2014-04-10,5,1,27.0,64,7,0,11,20,224
2014-04-11,8,3,30.0,63,7,0,8,26,146
2014-04-12,7,2,34.0,33,7,1,6,32,121
2014-04-13,3,2,23.0,34,5,0,7,34,70
2014-04-14,2,1,41.0,73,12,1,14,27,205
2014-04-15,6,2,38.0,65,13,0,17,17,203
2014-04-16,1,2,25.0,61,6,0,6,17,155
2014-04-17,3,1,39.0,57,17,0,20,10,172
2014-04-18,2,3,32.0,54,18,2,22,48,159
2014-04-19,1,4,26.0,30,14,3,18,37,97
2014-04-20,1,6,17.0,16,4,0,4,25,41
2014-04-21,1,7,25.0,13,4,0,4,25,55
2014-04-22,5,3,50.0,66,6,0,6,80,135
2014-04-23,3,2,34.0,48,5,1,4,28,162
2014-04-24,0,1,32.0,66,9,0,11,10,132
2014-04-25,7,4,38.0,76,8,0,9,21,151
2014-04-26,2,2,41.0,64,4,0,4,25,128
2014-04-27,6,2,33.0,29,4,0,9,35,73
2014-04-28,3,4,28.0,72,7,3,4,45,141
2014-04-29,3,3,30.0,64,11,0,11,14,151
2014-04-30,1,2,37.0,71,14,0,14,20,173
2014-05-01,4,5,29.0,27,5,1,5,27,74
2014-05-02,3,5,27.0,56,3,0,5,33,100
2014-05-03,3,3,23.0,20,5,0,6,21,53
2014-05-04,2,0,35.0,29,5,0,6,25,67
2014-05-05,3,2,43.0,77,6,0,8,39,124
2014-05-06,4,0,36.0,65,14,2,16,11,140
2014-05-07,1,0,29.0,79,10,0,14,19,140
2014-05-08,2,1,39.0,74,10,0,12,55,155
2014-05-09,3,0,29.0,52,16,0,22,23,140
2014-05-10,2,0,30.0,52,10,1,12,31,133
2014-05-11,2,2,20.0,33,5,0,6,29,68
2014-05-12,8,3,37.0,87,9,0,10,31,193
2014-05-13,6,2,37.0,76,7,1,6,45,142
2014-05-14,3,3,29.0,90,16,1,20,24,203
2014-05-15,2,1,36.0,55,8,0,9,15,170
2014-05-16,2,1,45.0,42,7,0,8,22,205
2014-05-17,5,1,22.0,36,14,1,17,43,130
2014-05-18,2,3,32.0,36,4,1,5,33,57
2014-05-19,2,1,49.0,88,9,0,12,31,125
2014-05-20,2,3,43.0,78,13,1,14,21,168
2014-05-21,2,1,35.0,60,9,0,9,12,130
2014-05-22,4,3,37.0,57,14,0,19,18,160
2014-05-23,4,3,27.0,72,3,1,15,32,205
2014-05-24,1,4,26.0,54,27,2,37,30,127
2014-05-25,5,3,21.0,48,5,0,6,44,73
2014-05-26,7,5,31.0,67,16,3,14,17,149
2014-05-27,3,3,34.0,66,7,0,8,24,156
2014-05-28,4,0,38.0,80,9,1,11,20,139
2014-05-29,4,1,29.0,66,19,0,29,25,204
2014-05-30,5,2,36.0,64,12,1,13,16,147
2014-05-31,1,2,39.0,28,10,1,20,33,113
2014-06-01,6,0,21.0,40,4,0,4,36,64
2014-06-02,4,3,45.0,75,6,0,7,62,154
2014-06-03,2,3,38.0,68,12,3,12,22,160
2014-06-04,3,0,34.0,51,9,0,9,18,139
2014-06-05,1,0,37.0,63,10,1,15,25,190
2014-06-06,3,2,46.0,62,18,0,23,52,190
2014-06-07,3,3,28.0,47,6,0,11,44,126
2014-06-08,3,6,15.0,34,16,2,17,63,73
2014-06-09,5,5,33.0,98,10,0,11,32,177
2014-06-10,4,0,24.0,75,14,0,16,27,168
2014-06-11,2,3,26.0,86,6,0,10,25,155
2014-06-20,4,3,36.0,62,6,0,6,32,114
2014-06-21,4,0,25.0,44,3,0,5,30,78
2014-06-22,0,3,25.0,39,7,0,7,40,89
2014-06-23,0,2,49.0,88,13,0,14,44,150
2014-06-24,2,2,41.0,77,7,0,7,18,110
2014-06-25,3,1,32.0,55,10,0,12,14,147
2014-06-26,1,2,24.0,76,11,0,12,14,140
2014-06-27,4,3,36.0,74,7,0,10,23,146
2014-06-28,4,2,27.0,42,10,1,14,41,128
2014-06-29,6,3,22.0,35,10,2,12,45,81
2014-06-30,3,3,33.0,60,14,1,15,17,192
2014-07-01,1,0,30.0,69,9,3,7,29,136
2014-07-02,6,1,28.0,62,9,0,11,29,123
2014-07-03,3,0,42.0,54,9,0,9,24,141
2014-07-04,4,0,34.0,63,10,1,10,24,162
2014-07-05,3,2,26.0,51,13,1,15,42,102
2014-07-06,1,5,20.0,37,11,3,12,44,77
2014-07-07,3,4,35.0,85,14,0,17,33,155
2014-07-08,7,2,28.0,51,14,1,13,17,129
2014-07-09,2,1,30.0,63,7,0,8,28,165
2014-07-10,3,3,31.0,67,5,1,5,17,155
2014-07-11,3,4,37.0,67,16,0,18,35,143
2014-07-12,3,1,18.0,55,5,0,6,25,86
2014-07-13,1,2,21.0,42,10,0,10,39,57
2014-07-14,5,2,34.0,71,10,1,9,83,150
2014-07-15,3,2,26.0,65,8,0,11,19,143
2014-07-16,3,2,34.0,66,12,1,14,21,123
2014-07-17,4,0,33.0,75,12,1,14,27,130
2014-07-18,2,0,20.0,68,12,0,20,33,126
2014-07-19,4,4,22.0,48,10,0,13,42,117
2014-07-20,5,6,29.0,42,8,1,8,41,70
2014-07-21,6,2,42.0,86,9,2,12,29,107
2014-07-22,2,2,33.0,73,11,2,13,16,154
2014-07-23,1,1,25.0,53,10,2,8,20,141
2014-07-24,2,4,31.0,50,11,0,16,22,153
2014-07-25,3,2,46.0,63,12,2,15,20,113
2014-07-26,5,2,25.0,52,9,0,14,58,75
2014-07-27,5,7,24.0,40,11,0,19,63,60
2014-07-28,7,4,36.0,76,12,1,17,24,81
2014-07-29,2,6,33.0,70,8,0,8,20,100
2014-07-30,2,1,34.0,67,10,0,12,55,113
2014-07-31,2,0,37.0,70,5,0,7,19,130
2014-08-01,3,1,31.0,65,8,0,9,22,131
2014-08-02,2,5,23.0,36,5,2,10,40,77
2014-08-03,1,2,22.0,33,9,0,10,37,60
2014-08-04,4,2,51.0,77,13,0,16,143,27
2014-08-05,1,4,32.0,72,9,0,11,21,122
2014-08-06,2,3,20.0,64,10,0,10,14,125
2014-08-07,6,0,19.0,66,8,0,12,18,113
2014-08-08,2,1,28.0,63,12,0,12,22,114
2014-08-09,6,3,18.0,56,12,0,16,53,100
2014-08-10,3,6,19.0,27,5,1,4,62,74
2014-08-11,2,0,37.0,66,10,0,11,27,160
2014-08-12,2,2,21.0,62,11,0,14,21,119
2014-08-13,4,0,32.0,76,11,0,11,16,132
2014-08-14,3,4,25.0,62,8,0,8,17,141
2014-08-15,3,1,29.0,39,7,1,7,35,59
2014-08-16,6,2,27.0,42,8,1,14,35,99
2014-08-17,4,3,28.0,28,4,0,4,19,55
2014-08-18,4,2,40.0,100,6,1,5,65,125
2014-08-19,0,1,22.0,64,9,1,10,20,166
2014-08-20,2,0,32.0,76,8,0,8,21,139
2014-08-21,5,0,23.0,52,8,0,13,16,138
2014-08-22,2,2,38.0,49,9,1,10,13,126
2014-08-23,6,3,27.0,58,8,1,10,30,115
2014-08-24,3,0,22.0,23,5,1,6,29,94
2014-08-25,5,1,36.0,81,6,3,6,27,120
2014-08-26,5,0,35.0,69,7,0,8,28,197
2014-08-27,0,3,36.0,89,9,0,10,26,177
2014-08-28,2,4,27.0,89,6,0,6,16,139
2014-08-29,4,2,28.0,57,12,0,13,26,153
2014-08-30,3,6,23.0,46,15,0,20,37,107
2014-08-31,2,4,31.0,42,11,1,21,43,104
2014-09-01,11,7,45.0,92,5,0,4,23,143
2014-09-02,4,2,24.0,81,7,0,10,12,132
2014-09-03,3,2,39.0,79,7,0,8,15,114
2014-09-04,3,0,41.0,70,13,0,15,24,157
2014-09-05,6,1,49.0,71,16,1,20,26,171
2014-09-06,6,3,21.0,50,14,0,15,26,103
2014-09-07,6,6,27.0,51,5,0,11,33,70
2014-09-08,7,5,41.0,71,5,0,7,35,141
2014-09-09,5,5,31.0,81,10,1,11,22,147
2014-09-10,4,1,33.0,75,11,2,10,29,160
2014-09-11,1,3,28.0,63,6,0,9,30,179
2014-09-12,5,3,41.0,65,13,1,17,23,167
2014-09-13,0,4,25.0,46,8,0,10,50,79
2014-09-14,2,7,23.0,32,2,2,0,55,81
2014-09-15,1,7,33.0,75,7,0,11,30,146
2014-09-16,1,3,30.0,72,11,0,18,54,155
2014-09-17,2,5,21.0,82,8,0,8,33,146
2014-09-18,1,1,31.0,65,8,0,10,25,146
2014-09-19,2,1,32.0,85,19,1,27,23,151
2014-09-20,1,4,28.0,28,10,0,14,21,129
2014-09-21,2,5,27.0,41,8,0,11,35,92
2014-09-22,2,2,39.0,69,11,1,10,59,156
2014-09-23,4,1,28.0,70,7,0,8,17,178
2014-09-24,2,0,40.0,59,7,0,15,12,149
2014-09-25,5,3,36.0,45,7,1,8,19,118
2014-09-26,2,0,35.0,62,12,0,18,20,180
2014-09-27,4,7,30.0,39,12,0,17,30,110
2014-09-28,9,1,24.0,32,6,1,5,91,93
2014-09-29,7,1,33.0,81,12,1,15,25,150
2014-09-30,5,4,25.0,54,14,0,16,20,154
2014-10-01,1,1,30.0,69,5,0,5,21,110
2014-10-05,11,11,97.0,189,28,0,31,99,123
2014-10-06,2,4,36.0,70,16,1,18,34,167
2014-10-07,3,3,18.0,65,9,0,10,21,141
2014-10-08,2,0,39.0,55,7,1,7,18,125
2014-10-09,0,1,35.0,54,11,2,13,20,175
2014-10-10,3,0,26.0,72,17,1,17,37,187
2014-10-11,5,2,21.0,47,15,1,19,56,118
2014-10-12,4,5,18.0,38,6,0,6,60,72
2014-10-13,3,1,32.0,76,11,0,12,26,138
2014-10-14,4,5,23.0,68,15,3,24,25,204
2014-10-15,3,2,25.0,61,6,0,6,22,145
2014-10-16,2,1,26.0,82,8,1,13,21,131
2014-10-17,8,2,28.0,56,10,1,13,23,227
2014-10-18,5,4,27.0,39,13,0,18,29,98
2014-10-19,5,4,27.0,39,13,0,18,29,98
2014-10-20,5,4,34.0,71,10,0,13,29,173
2014-10-21,4,0,27.0,68,4,1,4,23,141
2014-10-22,3,2,32.0,64,13,0,14,18,217
2014-10-23,2,2,37.0,55,20,2,20,9,171
2014-10-24,0,2,31.0,58,8,1,13,17,145
2014-10-25,5,3,33.0,40,8,0,8,27,105
2014-10-26,2,3,27.0,32,4,1,3,28,64
2014-10-27,3,2,44.0,45,12,1,13,23,171
2014-10-28,3,0,38.0,69,11,0,11,18,174
2014-10-29,6,1,30.0,60,9,0,9,13,163
2014-10-30,1,3,20.0,54,7,0,8,41,178
2014-10-31,1,1,34.0,45,7,1,7,23,207
2014-11-01,5,0,19.0,20,5,0,6,24,101
2014-11-02,3,2,30.0,39,4,0,4,30,74
2014-11-03,7,5,45.0,70,8,0,8,47,152
2014-11-04,2,3,28.0,61,8,0,9,22,156
2014-11-05,3,1,28.0,73,8,0,11,16,152
2014-11-06,2,0,29.0,72,9,0,10,20,142
2014-11-07,2,3,36.0,54,18,2,19,17,211
2014-11-08,1,1,33.0,46,9,0,13,18,177
2014-11-09,5,0,27.0,35,11,1,19,35,75
2014-11-10,3,3,36.0,54,8,1,11,23,115
2014-11-11,2,4,34.0,31,1,0,1,40,67
2014-11-12,3,2,33.0,76,7,1,6,39,138
2014-11-13,4,1,36.0,51,11,0,17,15,142
2014-11-14,4,0,26.0,63,6,0,6,23,168
2014-11-15,3,4,33.0,52,7,0,8,30,84
2014-11-16,3,2,25.0,25,9,0,12,34,99
2014-11-17,8,5,34.0,59,11,1,12,17,110
2014-11-18,0,3,30.0,61,11,0,11,14,179
2014-11-19,3,1,33.0,58,15,0,15,14,202
2014-11-20,7,1,33.0,58,17,0,18,21,169
2014-11-21,4,2,36.0,68,14,0,16,15,179
2014-11-22,5,1,25.0,41,7,1,7,42,88
2014-11-23,4,4,21.0,39,3,1,2,49,46
2014-11-24,7,3,39.0,63,6,1,8,17,162
2014-11-25,1,0,28.0,56,10,0,11,17,144
2014-11-26,0,0,47.0,68,8,2,15,18,136
2014-11-27,1,1,42.0,50,6,0,7,19,136
2014-11-28,2,0,31.0,54,6,0,6,24,123
2014-11-29,3,1,34.0,35,1,1,0,47,85
2014-11-30,3,3,25.0,35,2,1,1,35,45
2014-12-01,2,1,47.0,49,7,0,7,17,153
2014-12-02,0,2,35.0,45,7,1,11,17,161
2014-12-03,3,1,25.0,68,4,0,6,19,137
2014-12-04,2,3,29.0,42,9,1,10,15,135
2014-12-05,3,2,28.0,48,10,1,9,19,168
2014-12-06,2,4,34.0,41,9,1,13,24,117
2014-12-07,1,1,24.0,29,6,1,6,21,76
2014-12-08,4,3,37.0,52,11,1,12,56,165
2014-12-09,3,1,32.0,67,13,0,15,19,171
2014-12-10,2,1,35.0,47,12,0,15,9,186
2014-12-11,2,2,36.0,69,19,0,23,12,173
2014-12-12,6,1,38.0,53,17,1,19,21,208
2014-12-13,0,3,35.0,45,7,1,8,25,102
2014-12-14,5,2,36.0,37,7,0,9,26,77
2014-12-15,5,1,36.0,64,20,2,21,21,184
2014-12-16,6,6,35.0,58,17,2,19,44,161
2014-12-17,4,0,40.0,45,7,0,8,21,183
2014-12-18,7,2,36.0,58,12,0,13,13,172
2014-12-19,5,3,41.0,56,16,0,20,13,237
2014-12-20,3,2,31.0,40,9,0,11,33,132
2014-12-21,6,6,35.0,24,8,0,8,35,102
2014-12-22,2,2,33.0,61,19,2,20,21,234
2014-12-23,1,4,28.0,52,13,0,15,31,181
2014-12-24,1,0,22.0,27,10,5,5,9,121
2014-12-25,2,3,16.0,7,3,0,6,18,42
2014-12-26,1,4,11.0,9,4,0,7,17,55
2014-12-27,2,1,30.0,31,2,0,4,15,94
2014-12-28,4,4,21.0,16,2,0,2,13,54
2014-12-29,1,0,41.0,50,2,0,2,31,153
2014-12-30,2,0,24.0,42,5,0,5,8,150
2014-12-31,1,2,27.0,23,10,1,9,9,110
