Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
2017-06-07,0,2,16,38,10,0,12,173,14
2017-06-08,3,9,16,42,10,0,10,17,217
2017-06-09,2,1,15,40,10,1,11,15,205
2017-06-10,3,3,13,23,10,0,15,22,179
2017-06-11,3,3,14,20,4,2,2,23,87
2017-06-12,3,1,14,53,10,1,14,27,129
2017-06-13,1,1,6,45,12,0,13,15,192
2017-06-14,2,1,15,38,4,0,4,18,216
2017-06-15,0,0,15,16,5,1,6,23,64
2017-06-16,4,3,15,32,10,0,14,23,178
2017-06-17,1,1,12,78,8,0,10,18,152
2017-06-18,1,2,9,22,5,1,5,34,86
2017-06-19,0,1,20,58,5,0,8,15,186
2017-06-20,1,0,17,49,6,1,5,19,202
2017-06-21,1,0,10,52,5,0,6,18,188
2017-06-22,1,1,14,48,8,1,9,16,169
2017-06-23,3,2,11,33,4,0,4,30,237
2017-06-24,1,5,7,20,6,0,7,27,130
2017-06-25,3,2,11,33,4,0,4,30,237
2017-06-26,0,3,15,35,5,0,5,25,155
2017-06-27,1,1,14,34,6,1,9,14,179
2017-06-28,0,0,10,36,6,0,6,24,182
2017-06-30,0,1,17,30,8,3,6,15,188
2017-06-30,2,2,14,31,7,0,11,18,197
2017-07-01,1,3,11,19,3,2,15,18,115
2017-07-02,1,5,5,25,4,0,7,22,88
2017-07-03,4,2,29,38,4,1,3,26,153
2017-07-04,1,2,9,25,7,1,6,14,160
2017-07-05,0,1,18,29,8,0,9,11,176
2017-07-06,1,0,8,31,8,0,10,20,143
2017-07-07,5,1,16,20,3,1,2,19,202
2017-07-08,1,3,14,30,6,0,6,21,146
2017-07-09,3,2,11,32,6,1,5,32,125
2017-07-10,1,2,21,52,6,1,9,23,183
2017-07-11,1,0,11,46,11,1,16,12,229
2017-07-12,2,5,7,35,12,1,13,17,152
2017-07-13,2,0,18,33,4,0,8,12,210
2017-07-14,2,1,16,49,5,1,6,9,174
2017-07-15,2,2,18,10,4,0,6,18,132
2017-07-16,2,3,16,15,6,1,7,26,69
2017-07-17,2,0,18,37,7,0,10,19,174
2017-07-18,3,2,12,37,9,1,10,11,125
2017-07-19,2,1,23,34,9,1,10,12,152
2017-07-20,0,1,7,42,4,1,4,21,181
2017-07-21,0,1,13,32,15,2,14,15,218
2017-07-22,0,2,10,24,9,3,9,24,108
2017-07-23,1,5,17,23,6,0,11,26,96
2017-07-24,1,2,9,39,7,1,8,12,144
2017-07-25,1,0,17,33,8,0,8,14,155
2017-07-26,3,0,15,33,6,1,6,16,149
2017-07-27,2,2,10,39,9,0,13,9,136
2017-07-28,1,0,9,33,6,1,6,15,202
2017-07-29,3,0,18,22,5,0,7,11,103
2017-07-30,5,3,13,16,18,2,24,22,92
2017-07-31,0,2,15,35,5,2,4,13,146
2017-08-01,1,1,12,43,4,0,4,9,151
2017-08-02,2,0,14,29,6,0,7,20,168
2017-08-03,1,1,9,38,9,2,8,14,208
2017-08-04,1,1,18,35,7,2,5,13,165
2017-08-05,1,1,18,35,7,2,5,13,165
2017-08-06,2,3,7,18,4,0,6,26,86
2017-08-07,2,2,15,44,8,0,14,26,157
2017-08-08,1,0,17,43,12,1,15,14,181
2017-08-09,3,5,7,29,8,1,8,14,176
2017-08-10,2,1,18,28,6,1,13,16,185
2017-08-11,2,1,8,50,16,4,16,29,205
2017-08-12,4,0,8,16,6,2,10,33,151
2017-08-13,3,4,5,25,4,0,5,28,99
2017-08-14,2,3,14,42,3,0,3,18,141
2017-08-15,1,2,13,22,4,0,8,36,73
2017-08-16,1,3,18,53,10,2,9,24,149
2017-08-17,2,0,12,41,4,0,4,16,160
2017-08-18,3,1,18,43,7,0,9,23,172
2017-08-19,0,4,7,27,0,1,9,19,182
2017-08-20,3,2,7,21,7,0,8,19,150
2017-08-21,1,1,29,39,5,1,9,22,143
2017-08-22,0,1,14,22,1,0,1,13,144
2017-08-23,2,1,16,53,9,2,9,26,148
2017-08-24,1,1,14,42,7,0,8,25,161
2017-08-25,0,4,11,25,9,0,10,22,194
2017-08-26,4,3,10,24,7,4,9,26,159
2017-08-27,1,2,16,27,5,0,8,32,85
2017-08-28,0,0,18,53,3,0,4,23,171
2017-08-29,0,2,14,40,6,0,11,11,182
2017-08-30,1,1,18,36,11,2,12,17,188
2017-08-31,1,1,11,40,16,0,20,22,196
2017-08-31,1,2,19,32,12,3,11,15,168
2017-09-01,2,2,20,40,5,0,5,21,232
2017-09-02,1,1,15,30,10,0,14,21,129
2017-09-03,3,1,11,24,6,2,11,21,144
2017-09-04,6,0,26,45,12,0,14,13,205
2017-09-05,0,2,10,43,15,0,19,9,239
2017-09-06,2,0,13,28,9,0,11,14,167
2017-09-07,1,2,15,37,8,1,7,16,220
2017-09-08,2,1,14,44,6,0,6,15,236
2017-09-09,2,4,14,36,11,1,17,26,148
2017-09-10,1,2,12,26,2,1,3,22,95
2017-09-11,0,2,15,43,8,0,11,22,203
2017-09-12,2,2,21,44,10,1,10,11,217
2017-09-13,1,1,12,36,13,1,14,18,198
2017-09-14,0,1,10,45,6,0,7,9,193
2017-09-15,0,0,29,41,9,3,10,13,169
2017-09-16,2,2,12,35,9,2,11,16,153
2017-09-17,1,0,10,15,6,0,11,19,192
2017-09-18,0,1,22,43,10,1,14,10,244
2017-09-19,4,1,11,28,8,0,10,12,202
2017-09-20,2,1,15,28,4,1,5,11,270
2017-09-21,1,2,18,29,7,3,7,13,199
2017-09-22,3,0,16,47,7,0,8,12,249
2017-09-23,2,1,11,26,17,4,21,17,184
2017-09-24,2,6,9,30,4,0,4,21,104
2017-09-25,3,2,24,35,7,2,6,17,211
2017-09-26,0,1,17,40,6,0,11,10,181
2017-09-27,3,2,14,37,9,2,8,7,189
2017-09-28,2,2,21,32,9,2,7,12,186
2017-09-29,2,2,18,37,11,1,16,17,227
2017-09-30,3,5,14,25,4,0,5,17,123
2017-10-01,3,5,17,24,5,1,5,21,122
2017-10-02,2,1,22,40,13,0,13,18,239
2017-10-03,6,1,16,38,7,0,7,15,284
2017-10-04,0,2,20,39,9,0,11,15,194
2017-10-05,1,1,15,31,7,0,8,12,220
2017-10-06,1,1,35,30,15,1,17,15,299
2017-10-07,2,0,26,26,5,1,5,27,155
2017-10-08,3,2,7,14,5,2,11,19,124
2017-10-09,1,2,25,47,10,0,13,27,256
2017-10-10,2,2,15,37,5,0,6,14,223
2017-10-11,1,3,19,35,9,0,10,17,204
2017-10-12,4,0,13,32,10,1,11,14,206
2017-10-13,2,2,8,31,9,0,11,6,206
2017-10-14,4,3,18,31,9,3,9,23,135
2017-10-15,3,3,17,27,11,1,17,30,115
2017-10-16,3,1,17,45,8,0,10,20,225
2017-10-17,1,1,22,44,5,0,5,16,198
2017-10-18,1,1,13,31,5,0,5,19,202
2017-10-19,1,0,16,36,6,0,9,12,196
2017-10-20,0,1,17,49,5,1,6,10,233
2017-10-21,1,1,21,21,6,0,7,19,130
2017-10-22,6,4,21,17,7,0,12,19,155
2017-10-23,3,0,22,40,8,0,8,15,174
2017-10-24,2,1,20,50,10,1,13,13,177
2017-10-25,1,3,21,29,11,3,13,8,213
2017-10-26,2,1,13,30,6,2,12,9,229
2017-10-27,4,4,22,36,11,1,14,14,257
2017-10-28,1,3,17,27,6,0,7,29,180
2017-10-29,0,6,10,27,6,0,7,13,134
2017-10-30,1,0,29,34,12,1,13,21,242
2017-10-31,2,0,18,35,10,1,9,10,269
2017-11-01,1,0,11,24,3,0,8,20,108
2017-11-02,1,0,17,45,9,0,10,18,193
2017-11-03,1,0,19,29,4,0,4,12,203
2017-11-04,2,3,22,23,6,1,9,9,162
2017-11-05,5,2,11,20,7,1,7,15,102
2017-11-06,3,0,19,35,4,0,4,19,182
2017-11-07,4,0,29,41,5,0,5,12,185
2017-11-08,2,0,7,27,4,1,4,15,161
2017-11-09,0,1,23,45,9,1,9,6,167
2017-11-10,3,0,20,24,10,0,13,14,224
2017-11-11,2,1,9,15,3,0,4,37,94
2017-11-12,1,1,14,19,10,1,10,34,132
2017-11-13,3,0,20,29,11,1,11,9,234
2017-11-14,0,1,28,33,4,0,4,11,180
2017-11-15,2,0,24,38,6,1,6,14,135
2017-11-16,1,1,21,27,6,0,6,14,232
2017-11-17,2,1,17,33,7,0,7,12,205
2017-11-18,0,1,29,29,7,1,7,19,134
2017-11-19,8,3,22,27,3,0,3,20,87
2017-11-20,3,1,19,26,17,1,17,14,229
2017-11-21,2,0,12,31,12,3,11,17,232
2017-11-22,1,1,22,32,4,0,4,13,179
2017-11-23,1,1,28,36,9,0,10,19,204
2017-11-24,0,0,20,32,8,1,9,24,255
2017-11-25,1,2,16,24,7,1,7,64,119
2017-11-26,1,3,12,14,3,0,3,21,74
2017-11-27,1,2,24,38,6,0,9,15,225
2017-11-28,0,0,12,31,7,1,6,9,175
2017-11-29,0,1,19,35,4,0,4,12,213
2017-11-30,1,1,17,33,9,1,9,7,296
2017-12-01,1,2,18,20,10,1,11,9,271
2017-12-02,3,2,18,22,3,0,3,8,132
2017-12-03,1,4,14,14,2,0,2,25,92
2017-12-04,5,2,19,29,5,0,5,9,236
2017-12-05,2,2,19,34,4,0,5,14,228
2017-12-06,1,2,24,41,10,0,11,8,230
2017-12-07,1,3,19,37,6,0,9,8,212
2017-12-08,3,0,18,48,7,0,7,14,199
2017-12-09,4,1,20,24,4,0,6,15,147
2017-12-10,1,2,14,21,6,1,10,112,20
2017-12-11,3,3,27,33,12,1,13,12,215
2017-12-12,0,0,16,33,9,1,17,9,194
2017-12-13,3,2,17,38,9,1,9,11,175
2017-12-14,3,1,17,24,7,0,9,41,196
2017-12-15,1,0,22,31,3,0,3,14,229
2017-12-16,3,4,18,25,3,0,3,11,140
2017-12-17,0,5,15,14,6,1,14,18,122
2017-12-18,1,2,19,39,8,1,7,20,213
2017-12-19,0,0,20,30,9,2,7,10,211
2017-12-20,0,0,19,32,8,0,9,5,266
2017-12-21,3,0,12,40,10,0,19,7,333
2017-12-22,0,2,16,28,13,0,14,13,290
2017-12-23,2,1,15,16,6,0,6,18,163
2017-12-24,1,0,7,12,6,2,7,13,89
2017-12-25,1,0,14,7,4,0,4,14,62
2017-12-26,0,3,8,7,5,1,5,10,83
2017-12-27,2,1,18,32,5,1,10,13,218
2017-12-28,3,0,18,34,11,1,12,9,137
2017-12-29,3,2,14,30,8,0,14,7,188
2017-12-30,1,5,7,18,3,1,5,12,127
2017-12-31,1,1,11,18,2,0,2,9,89
